region,class,period,fromYear,toYear,width,gain,loss,net
Southern Great Plains,Water,1986-1992,1986,1992,6,212.66666666666669,66,146.66666666666669
Southern Great Plains,Water,1992-2000,1992,2000,8,63.75,98.875,-35.125
Southern Great Plains,Water,2001-2006,2001,2006,5,137.6,95.2,42.39999999999999
Southern Great Plains,Water,2006-2011,2006,2011,5,54,55.800000000000004,-1.8000000000000043
Southern Great Plains,Wetland,1973-1980,1973,1980,7,46.714285714285715,64.85714285714286,-18.142857142857146
Southern Great Plains,Wetland,1980-1986,1980,1986,6,105.83333333333333,95,10.833333333333329
Southern Great Plains,Wetland,1986-1992,1986,1992,6,110,73,37
Southern Great Plains,Wetland,1992-2000,1992,2000,8,68.625,71.375,-2.75
Southern Great Plains,Wetland,2001-2006,2001,2006,5,104,112.8,-8.799999999999997
Southern Great Plains,Wetland,2006-2011,2006,2011,5,80.4,35.4,45.00000000000001
Southwest,Agriculture,1973-1980,1973,1980,7,922.5714285714287,522.4285714285714,400.1428571428572
Southwest,Agriculture,1980-1986,1980,1986,6,659.6666666666667,461,198.66666666666674
Southwest,Agriculture,1986-1992,1986,1992,6,379.8333333333333,1849.8333333333333,-1470
Southwest,Agriculture,1992-2000,1992,2000,8,652.75,774.5,-121.75
Southwest,Agriculture,2001-2006,2001,2006,5,282.6,379.40000000000003,-96.80000000000001
Southwest,Agriculture,2006-2011,2006,2011,5,132.8,137.6,-4.799999999999983
Southwest,Barren,1973-1980,1973,1980,7,13.285714285714285,14.571428571428571,-1.2857142857142865
Southwest,Barren,1980-1986,1980,1986,6,8.5,12.5,-4
Southwest,Barren,1986-1992,1986,1992,6,7.5,8.666666666666666,-1.166666666666666
Southwest,Barren,1992-2000,1992,2000,8,15,3.25,11.75
Southwest,Barren,2001-2006,2001,2006,5,396.20000000000005,118.6,277.6
Southwest,Barren,2006-2011,2006,2011,5,94.2,162.8,-68.60000000000001
Southwest,Developed,1973-1980,1973,1980,7,340.8571428571429,0.42857142857142855,340.42857142857144
Southwest,Developed,1980-1986,1980,1986,6,293,3.5,289.5
Southwest,Developed,1986-1992,1986,1992,6,456,0.3333333333333333,455.6666666666667
Southwest,Developed,1992-2000,1992,2000,8,300.125,1.5,298.625
Southwest,Developed,2001-2006,2001,2006,5,390.6,0,390.6
Southwest,Developed,2006-2011,2006,2011,5,198.6,0,198.6
Southwest,Forest,1973-1980,1973,1980,7,114.28571428571428,358.57142857142856,-244.28571428571428
Southwest,Forest,1980-1986,1980,1986,6,332,376.5,-44.5
Southwest,Forest,1986-1992,1986,1992,6,292.6666666666667,591.6666666666666,-298.99999999999994
Southwest,Forest,1992-2000,1992,2000,8,283.625,919.25,-635.625
Southwest,Forest,2001-2006,2001,2006,5,88.8,764.8,-676
Southwest,Forest,2006-2011,2006,2011,5,33.4,763.4,-730
Southwest,Grassland/Shrubland,1973-1980,1973,1980,7,632,1463.857142857143,-831.8571428571429
Southwest,Grassland/Shrubland,1980-1986,1980,1986,6,817.6666666666667,1229.3333333333333,-411.6666666666665
Southwest,Grassland/Shrubland,1986-1992,1986,1992,6,2148.1666666666665,1148.8333333333333,999.3333333333333
Southwest,Grassland/Shrubland,1992-2000,1992,2000,8,1018.25,1482.125,-463.875
Southwest,Grassland/Shrubland,2001-2006,2001,2006,5,1048.8,834.8000000000001,213.9999999999999
Southwest,Grassland/Shrubland,2006-2011,2006,2011,5,839.8,327.8,511.99999999999994
Southwest,Mechanically disturbed,1973-1980,1973,1980,7,144,196.14285714285714,-52.14285714285714
Southwest,Mechanically disturbed,1980-1986,1980,1986,6,336,169.5,166.5
Southwest,Mechanically disturbed,1986-1992,1986,1992,6,569.5,315.33333333333337,254.16666666666663
Southwest,Mechanically disturbed,1992-2000,1992,2000,8,260.5,376.875,-116.375
Southwest,Mechanically disturbed,2001-2006,2001,2006,5,0,0,0
Southwest,Mechanically disturbed,2006-2011,2006,2011,5,0,0,0
Southwest,Mining,1973-1980,1973,1980,7,63,8.142857142857142,54.85714285714286
Southwest,Mining,1980-1986,1980,1986,6,72.66666666666667,7.833333333333333,64.83333333333334
Southwest,Mining,1986-1992,1986,1992,6,100.83333333333334,20.5,80.33333333333334
Southwest,Mining,1992-2000,1992,2000,8,79.125,11,68.125
Southwest,Mining,2001-2006,2001,2006,5,0,0,0
Southwest,Mining,2006-2011,2006,2011,5,0,0,0
Southwest,Nonmechanically disturbed,1973-1980,1973,1980,7,320.14285714285717,111.42857142857143,208.71428571428572
Southwest,Nonmechanically disturbed,1980-1986,1980,1986,6,176.16666666666669,376.6666666666667,-200.5
Southwest,Nonmechanically disturbed,1986-1992,1986,1992,6,243.33333333333331,177,66.33333333333331
Southwest,Nonmechanically disturbed,1992-2000,1992,2000,8,1134.125,178.5,955.625
Southwest,Nonmechanically disturbed,2001-2006,2001,2006,5,0,0,0
Southwest,Nonmechanically disturbed,2006-2011,2006,2011,5,0,0,0
Southwest,Snow/Ice,1973-1980,1973,1980,7,0,0,0
Southwest,Snow/Ice,1980-1986,1980,1986,6,0,0,0
Southwest,Snow/Ice,1986-1992,1986,1992,6,0,0,0
Southwest,Snow/Ice,1992-2000,1992,2000,8,0,0,0
Southwest,Snow/Ice,2001-2006,2001,2006,5,0,0,0
Southwest,Snow/Ice,2006-2011,2006,2011,5,0,0,0
Southwest,Water,1973-1980,1973,1980,7,230.42857142857142,43.714285714285715,186.7142857142857
Southwest,Water,1980-1986,1980,1986,6,204.83333333333334,247.33333333333334,-42.5
Southwest,Water,1986-1992,1986,1992,6,70.33333333333333,169.66666666666666,-99.33333333333333
Southwest,Water,1992-2000,1992,2000,8,54.125,51.625,2.5
Southwest,Water,2001-2006,2001,2006,5,159.4,434.2,-274.79999999999995
Southwest,Water,2006-2011,2006,2011,5,158,113.4,44.599999999999994
Southwest,Wetland,1973-1980,1973,1980,7,34.42857142857143,95.71428571428572,-61.28571428571429
Southwest,Wetland,1980-1986,1980,1986,6,106.5,122.83333333333334,-16.333333333333343
Southwest,Wetland,1986-1992,1986,1992,6,86.33333333333333,72.66666666666667,13.666666666666657
Southwest,Wetland,1992-2000,1992,2000,8,43.625,42.625,1
Southwest,Wetland,2001-2006,2001,2006,5,262,96.60000000000001,165.39999999999998
Southwest,Wetland,2006-2011,2006,2011,5,59.2,11,48.2
